rid,name,address1,address2,city,state,zip
MN_Cardiology159,Windom Area Health,2150 Hospital Drive,"",Windom,MN,56101
MN_Cardiology160,Avera Granite Falls Health Center,345 10th Avenue,"",Granite Falls,MN,56241
MN_Cardiology161,Avera Marshall Regional Medical Center,300 S. Bruce Street,"",Marshall,MN,56258
MN_Cardiology162,Avera Medical Group Marshall - Bruce Street,300 S Bruce Street,"",Marshall,MN,56258
MN_Cardiology163,CentraCare - Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
MN_Cardiology164,CentraCare - Willmar Clinic,101 Willmar Ave. SW,"",Willmar,MN,56201
MN_Cardiology165,Gundersen St. Elizabeth's Hospital,1200 Grant Blvd. W.,"",Wabasha,MN,55981
MN_Cardiology166,Gundersen Harmony Clinic,805 Main Avenue South,"",Harmony,MN,55939
MN_Cardiology167,Gundersen Houston Clinic,511 East Maple Street,"",Houston,MN,55943-9219
MN_Cardiology168,Gundersen La Crescent Clinic,226 N. Second St.,"",La Crescent,MN,55947
MN_Cardiology169,Gunderson Spring Grove Clinic,123 Fifth Ave. Southeast,"",Spring Grove,MN,55974
MN_Cardiology170,Gundersen St. Elizabeth's Wabasha Clinic,1200 Grant Blvd. W.,"",Wabasha,MN,55981
MN_Cardiology171,Gundersen Winona Campus,1122 West Hwy. 61,"",Winona,MN,55987
MN_Cardiology172,Gundersen Urgent Care Winona,1122 West Hwy. 61,"",Winona,MN,55987
MN_Cardiology173,Gundersen St. Elizabeth's Emergency Care,1200 Grant Blvd. W.,"",Wabasha,MN,55981
MN_Cardiology174,Gundersen Pharmacy – Winona Campus,1122 West Hwy. 61,"",Winona,MN,55987
MN_Cardiology175,St. Elizabeth's Outpatient Pharmacy – Wabasha,1200 Grant Blvd. W.,"",Wabasha,MN,55981
MN_Cardiology176,Gundersen Eye Clinic Winona,1122 West Hwy. 61,"",Winona,MN,55987
MN_Cardiology177,Gundersen Dental Specialties Winona,111 East Riverfront Street,"",Winona,MN,55987
MN_Cardiology178,Gundersen Orthopedic Clinic Caledonia,405 S. Hwy. 44/76,"",Caledonia,MN,55921
MN_Cardiology179,Gundersen Sports Medicine Center Winona,1122 West Hwy. 61,"",Winona,MN,55987
MN_Cardiology180,Gundersen Harmony Care Center,815 Main Avenue South,"",Harmony,MN,55939
MN_Cardiology184,Lake Region Healthcare,111 W. Vernon Ave,"",Fergus Falls,MN,56537
MN_Cardiology185,Mayo Clinic Health Syetem - Albert Lea,404 W. Fountain St,"",Albert Lea,MN,56007
MN_Cardiology186,Mayo Clinic Health System - Austin,1000 First Drive NW,"",Austin,MN,55912
MN_Cardiology187,Mayo Clinic Health System - Cannon Falls,32021 County Road 24 Blvd,"",Cannon Falls,MN,55009
MN_Cardiology188,Mayo Clinic Health System - Faribault,800 Medical Center Drive,"",Fairmont,MN,56031
MN_Cardiology189,Mayo Clinic Health System - Mankato,1025 Marsh St,"",Mankato,MN,56001
MN_Cardiology190,Mayo Clinic Health System - New Prague,301 Second St. NE,"",New Prague,MN,56071
MN_Cardiology191,Mayo Clinic Health System - Owatonna,2200 26th St. NW,"",Owatonna,MN,55060
MN_Cardiology192,Mayo Clinic Health System - Red Wing,701 Hewitt Blvd,"",Red Wing,MN,55066
MN_Cardiology193,Mayo Clinic Health System - Waseca,501 N. State St.,"",Waseca,MN,56093
MN_Cardiology194,Rochester Northwest Clinic,5067 55 Street NW,"",Rochester,MN,55901
MN_Cardiology196,Mayo Clinic Rochester,200 First St. SW,"",Rochester,MN,55905
MN_ORTHO1_,Stellis Health PA - Buffalo,1700 Highway 25 N,"",Buffalo,MN,55313
MN_Ortho_1__1,Stellis Health PA - Buffalo,1700 Highway 25 N,"",Buffalo,MN,55313
MN_ORTHO2_,Stellis Health PA - Monticello,1001 Hart Blvd,Ste 100,Monticello,MN,55362
MN_ORTHO3_,St Cloud Orthopedic Associates LTD - Main Clinic,1901 Connecticut Ave South,"",Sartell,MN,56377
MN_Ortho_2__1,Stellis Health PA - Monticello,1001 Hart Blvd,Ste 100,Monticello,MN,55362
MN_ORTHO4_,St Cloud Orthopedic Associates LTD - St. Cloud Clinic,3315 Roosevelt Rd,#200B,St. Cloud,MN,56301
MN_ORTHO5_,Summit Orthopedics - Blaine,10230 Baltimore St,Suite 300,Blaine,MN,55449
MN_Ortho_3__1,St Cloud Orthopedic Associates LTD - Main Clinic,1901 Connecticut Ave South,"",Sartell,MN,56377
MN_ORTHO6_,Summit Orthopedics - Eagan,2620 Eagan Woods Drive,"",Eagan,MN,55121
MN_ORTHO7_,Minnesota Occupational Health - Blaine,10230 Baltimore St,Suite 300,Blaine,MN,55449
MN_Ortho_4__1,St Cloud Orthopedic Associates LTD - St. Cloud Clinic,3315 Roosevelt Rd,#200B,St. Cloud,MN,56301
MN_ORTHO8_,Minnesota Occupational Health - Eagan,1400 Corporate Center Curve,Suite 200,Eagan,MN,55121
MN_ORTHO9_,Minnesota Occupational Health - Saint Paul,1661 St. Anthony Ave,2/FL,St. Paul,MN,55104
MN_Ortho_5__1,Summit Orthopedics - Blaine,10230 Baltimore St,Suite 300,Blaine,MN,55449
MN_ORTHO10_,Minnesota Occupational Health - Shakopee,4360 12th Avenue East,"",Shakopee,MN,55379
MN_ORTHO11_,Summit Orthopedics - Mora,301 Hwy 65 S,"",Mora,MN,55051
MN_Ortho_6__1,Summit Orthopedics - Eagan,2620 Eagan Woods Drive,"",Eagan,MN,55121
MN_ORTHO12_,Summit Orthopedics - Woodbury,2090 Woodwinds Drive,"",Woodbury,MN,55125
MN_ORTHO13_,Park Nicollet Orthopedics - Shakopee,1601 Saint Francis Ave,2/FL,Shakopee,MN,55379
MN_Ortho_7__1,Minnesota Occupational Health - Blaine,10230 Baltimore St,Suite 300,Blaine,MN,55449
MN_ORTHO14_,Park Nicollet Clinic - Chanhassen,300 Lake Dr E,"",Chanhassen,MN,55317
MN_ORTHO15_,Park Nicollet Clinic and Specialty Center - Burnsville,14050 Fairview Dr,"",Burnsville,MN,55337
MN_Ortho_8__1,Minnesota Occupational Health - Eagan,1400 Corporate Center Curve,Suite 200,Eagan,MN,55121
MN_ORTHO16_,TRIA Orthopedic Center - Bloomington,8100 Northland Dr,"",Bloomington,MN,55431
MN_ORTHO17_,TRIA Orthopedic Urgent Care - Bloomington,8100 Northland Dr,"",Bloomington,MN,55431
MN_Ortho_9__1,Minnesota Occupational Health - Saint Paul,1661 St. Anthony Ave,2/FL,St. Paul,MN,55104
MN_ORTHO18_,Hutchinson Health Clinic,3 Century Ave SE,"",Hutchinson,MN,55350
MN_ORTHO19_,Park Nicollet Specialty Center at Methodist Hospital,3931 Louisiana Ave S,"",Saint Louis Park,MN,55426
MN_Ortho_10__1,Minnesota Occupational Health - Shakopee,4360 12th Avenue East,"",Shakopee,MN,55379
MN_ORTHO20_,TRIA Orthopedics - St. Louis Park,3931 Louisiana Ave S,Ste E400,Saint Louis Park,MN,55426
MN_ORTHO21_,Hutchinson Health Orthopedic & Rehab Clinic,1029 Highway 15 S,"",Hutchinson,MN,55350
MN_Ortho_11__1,Summit Orthopedics - Mora,301 Hwy 65 S,"",Mora,MN,55051
MN_ORTHO22_,TRIA Orthopedics - Maple Grove,9555 Upland Ln N,"",Maple Grove,MN,55369
MN_ORTHO23_,TRIA Orthopedics - St. Paul,400 Wabasha St N,Ste 260,Saint Paul,MN,55102
MN_Ortho_12__1,Summit Orthopedics - Woodbury,2090 Woodwinds Drive,"",Woodbury,MN,55125
MN_ORTHO24_,HealthPartners Regions Specialty Clinics,640 Jackson St,"",Saint Paul,MN,55101
MN_ORTHO25_,Regions Hospital - Orthopedic Surgery,640 Jackson St,"",Saint Paul,MN,55101
MN_Ortho_13__1,Park Nicollet Orthopedics - Shakopee,1601 Saint Francis Ave,2/FL,Shakopee,MN,55379
MN_ORTHO26_,HealthPartners Speciality Center - Orthopedics & Sports Medicine,435 Phalen Blvd,"",Saint Paul,MN,55130
MN_ORTHO27_,TRIA Orthopedic Center - Woodbury,155 Radio Dr,"",Woodbury,MN,55125
MN_Ortho_14__1,Park Nicollet Clinic - Chanhassen,300 Lake Dr E,"",Chanhassen,MN,55317
MN_ORTHO28_,TRIA Orthopedic Urgent Care - Woodbury,155 Radio Dr,"",Woodbury,MN,55125
MN_ORTHO29_,HealthPartners Clinic Stillwater,1500 Curve Crest Blvd W,"",Stillwater,MN,55082
MN_ORTHO30_,TRIA Orthopedics - Stillwater,1500 Curve Crest Blvd W,"",Stillwater,MN,55082
MN_ORTHO31_,Lakeview Orthopedics,927 Churchill St W,"",Stillwater,MN,55082
MN_ORTHO32_,Southwest MN Orthopedics & Sports Medicine Inc,1401 Nwakama St,"",Marshall,MN,56258
MN_ORTHO33_,Southwest MN Orthopedics & Sports Medicine Inc,2331 20th St,"",Slayton,MN,56172
MN_ORTHO34_,Orthopaedic Associates of Duluth,1000 E 1st St,Suite 400,Duluth,MN,55805
MN_ORTHO35_,Orthopaedic Associates of Duluth,3429 E Beltline,"",Hibbing,MN,55746
MN_ORTHO36_,Children's Speciality Center Orthopedic Clinic,2530 Chicago Ave S,G070,Minneapolis,MN,55404
MN_ORTHO37_,Lake Region Health Care,111 W Vernon Ave,"",Fergus Falls,MN,56537
MN_ORTHO38_,St. Luke's Ortopedics & Sports Medicine,1012 East Second St,4th Floor,Duluth,MN,55805
MN_ORTHO39_,CHI St. Gabriel's Health - Little Falls Orthopedics,1108 1 St S.E.,"",Little Falls,MN,56345
MN_ORTHO40_,Twin Cities Orthopedics - Amery,265 Griffin St E,"",Amery,WI,54001
MN_ORTHO41_,Twin Cities Orthopedics - Arlington,601 W Chandler St,"",Arlington,MN,55307
MN_ORTHO42_,Twin Cities Orthopedics - Belle Plaine,165 Commerce Dr W,"",Belle Plaine,MN,56011
MN_ORTHO43_,Twin Cities Orthopedics - Blaine,11225 Ulysses St NE,"",Blaine,MN,55434
MN_ORTHO44_,Twin Cities Orthopedics - Brooklyn Park,5601 96th Ave N,"",Brooklyn Park,MN,55443
MN_ORTHO45_,Twin Cities Orthopedics - Burnsville,1000 W 140th St,201,Burnsville,MN,55337
MN_ORTHO46_,Twin Cities Orthopedics - Chaska,111 Hundertmark Rd,240,Chaska,MN,55318
MN_Ortho_15__1,Park Nicollet Clinic and Specialty Center - Burnsville,14050 Fairview Dr,"",Burnsville,MN,55337
MN_ORTHO47_,Twin Cities Orthopedics - Coon Rapids,3111 124th Ave NW,200,Coon  Rapids,MN,55433
MN_ORTHO48_,Twin Cities Orthopedics - Delano,916 St Peter Ave E,"",Delano,MN,55328
MN_Ortho_16__1,TRIA Orthopedic Center - Bloomington,8100 Northland Dr,"",Bloomington,MN,55431
MN_ORTHO49_,Twin Cities Orthopedics - Eagan Viking Lakes,2700 Vikings Circle,"",Eagan,MN,55121
MN_ORTHO50_,Twin Cities Orthopedics - Eden Prairie,12982 Valley View Rd,"",Eden Prairie,MN,55344
MN_Ortho_17__1,TRIA Orthopedic Urgent Care - Bloomington,8100 Northland Dr,"",Bloomington,MN,55431
MN_ORTHO51_,Twin Cities Orthopedics - Edina Crosstown,4010 W 65th St,"",Edina,MN,55435
MN_ORTHO52_,Twin Cities Orthopedics - Hudson,411 Stageline Rd,100,Hudson,WI,54016
MN_Ortho_18__1,Hutchinson Health Clinic,3 Century Ave SE,"",Hutchinson,MN,55350
MN_ORTHO53_,Twin Cities Orthopedics - Le Sueur,621 S 4th St,"",Le Sueur,MN,56058
MN_ORTHO54_,Twin Cities Orthopedics - Maple Grove,9630 Grove Circle N,"",Maple Grove,MN,55369
MN_Ortho_19__1,Park Nicollet Specialty Center at Methodist Hospital,3931 Louisiana Ave S,"",Saint Louis Park,MN,55426
MN_ORTHO55_,Twin Cities Orthopedics - New Prague,301 2nd ST NE,"",New Prague,MN,56071
MN_ORTHO56_,Twin Cities Orthopedics - New Richmond,535 Hospital Rd,"",New Richmond,WI,54017
MN_Ortho_20__1,TRIA Orthopedics - St. Louis Park,3931 Louisiana Ave S,Ste E400,Saint Louis Park,MN,55426
MN_ORTHO57_,Twin Cities Orthopedics - Olivia,100 Health Way,"",Olivia,MN,56277
MN_ORTHO58_,Twin Cities Orthopedics - Osceola,2600 65th AVe,"",Osceola,WI,54020
MN_Ortho_21__1,Hutchinson Health Orthopedic & Rehab Clinic,1029 Highway 15 S,"",Hutchinson,MN,55350
MN_ORTHO59_,Twin Cities Orthopedics - Otsego,8540 Quaday Ave NE,"",Otsego,MN,55330
MN_ORTHO60_,Twin Cities Orthopedics - Plymouth,2855 Campus Dr,300,Plymouth,MN,55441
MN_Ortho_22__1,TRIA Orthopedics - Maple Grove,9555 Upland Ln N,"",Maple Grove,MN,55369
MN_ORTHO61_,Twin Cities Orthopedics - River Falls,1629 E Division St,"",River Falls,WI,54022
MN_ORTHO62_,Twin Cities Orthopedics - Robbinsdale,3366 Oakdale Ave N,103,Robbinsdale,MN,55422
MN_Ortho_23__1,TRIA Orthopedics - St. Paul,400 Wabasha St N,Ste 260,Saint Paul,MN,55102
MN_ORTHO63_,Twin Cities Orthopedics - Staples,49725 Cty 83,"",Staples,MN,56479
MN_ORTHO64_,Twin Cities Orthopedics - Stillwater,5715 Memorial Ave N,"",Stillwater,MN,55082
MN_Ortho_24__1,HealthPartners Regions Specialty Clinics,640 Jackson St,"",Saint Paul,MN,55101
MN_ORTHO65_,Twin Cities Orthopedics - Vadnais Heights,3545 Hwy 61 N,"",Vadnais Heights,MN,55110
MN_ORTHO66_,Twin Cities Orthopedics - Waconia,560 St Maple St,200,Wacnoia,MN,55387
MN_Ortho_25__1,Regions Hospital - Orthopedic Surgery,640 Jackson St,"",Saint Paul,MN,55101
MN_ORTHO67_,Twin Cities Orthopedics - Watertown,204 Lewis Ave S,"",Watertown,MN,55388
MN_ORTHO68_,Twin Cities Orthopedics - Westonka,4695 Shoreline Dr,"",Mound,MN,55384
MN_Ortho_26__1,HealthPartners Speciality Center - Orthopedics & Sports Medicine,435 Phalen Blvd,"",Saint Paul,MN,55130
MN_ORTHO69_,Twin Cities Orthopedics - Winona,855 Mankato Ave,"",Winona,MN,55987
MN_ORTHO70_,Twin Cities Orthopedics - Woodbury,4040 Radio Dr,"",Woodbury,MN,55129
MN_Ortho_27__1,TRIA Orthopedic Center - Woodbury,155 Radio Dr,"",Woodbury,MN,55125
MN_ORTHO71_,Twin Cities Orthopedics - Wyoming,5130 Fairview Blvd,100,Wyoming,MN,55092
MN_ORTHO72_,Cuyana Regional Medical Center - Crosby,320 E Main St,"",Crosby,MN,56441
MN_Ortho_28__1,TRIA Orthopedic Urgent Care - Woodbury,155 Radio Dr,"",Woodbury,MN,55125
MN_ORTHO73_,Orthopaedic & Fracture Clinic - Mankato,1434 Premier Dr,"",Mankato,MN,56001
MN_ORTHO74_,Orthopaedic & Fracture Clinic -  Hutchinson,1095 Hihgway 15 South,"",Hutchinson,MN,55350
MN_Ortho_29__1,HealthPartners Clinic Stillwater,1500 Curve Crest Blvd W,"",Stillwater,MN,55082
MN_ORTHO75_,Northfield Orthopedic Clinic,1381 Jefferson Road,"",Northfield,MN,55057
MN_ORTHO76_,M Health Fairview Orthopedics - Lakes,5130 Fariview Blvd,"",Wyoming,MN,55092
MN_Ortho_30__1,TRIA Orthopedics - Stillwater,1500 Curve Crest Blvd W,"",Stillwater,MN,55082
MN_ORTHO77_,Lakewood Health System Orthopedics,49725 Co Rd 83,"",Staples,MN,56479
MN_ORTHO78_,Sanford Worthington Orthopedics & Sports Medicine Clinic,1680 Diagonal Rd,"",Worthington,MN,56187
MN_ORTHO79_,Sanford Perhamn Health Clinic,2000 Coney St W,"",Perham,MN,56473
MN_ORTHO80_,Sanford Health 929 Central Ave Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
MN_ORTHO81_,Sanford Health Detroit Lakes Clinic,1245 Washington Ave,"",Detroit Lakes,MN,56501
MN_ORTHO82_,Sanford Health Pelican Rapids,211 E Mill St,"",Pelican Rapids,MN,56572
MN_ORTHO83_,Sanford Thief River Falls,3001 Sanford Pkwy,"",Thief River Falls,MN,56701
MN_ORTHO84_,Sanford Health Park Rapids Clinic,110 Seventh St W,"",Park Rapids,MN,56470
MN_ORTHO85_,Sanford Bemidji Orthopedics & Sports Medicine Center,1300 Anne St,"",Bemidji,MN,56601
MN_ORTHO86_,Sanford Canby Medical Center,112 St. Olaf Ave S,"",Canby,MN,56220
MN_ORTHO87_,Sanford Luverne Clinic,1601 Sioux Valley Drive,"",Luverne,MN,56156
MN_ORTHO88_,Sanford Tracy Clinic,249 Fifth St E,"",Tracy,MN,56175
MN_ORTHO89_,Sanford Health Mahnomen Clinic,410 W Fourth St,"",Mahnomen,MN,56557
MN_ORTHO90_,Sanford Jackson Medical Center,1430 N. Highway,"",Jackson,MN,56143
MN_ORTHO91_,Sanford Wheaton Medical Center,401 12 St N,"",Wheaton,MN,56296
MN_ORTHO92_,Sanford Worthington Center,1018 Sixth Ave,"",Worthington,MN,56187
MN_ORTHO93_,Sanford Luverne Medical Clinic,1600 N. Kniss Ave,"",Luverne,MN,56156
MN_ORTHO94_,Sanford Westbrook Clinic,920 Belle Ave,"",Westbrook,MN,56183
MN_ORTHO95_,Valley Bone & Joint Clinic,3035 DeMers Ave,"",Grand Forks,ND,58201
MN_ORTHO96_,"Allina Health Orthopedic, Podiatry and Spine Clinic - Fairbault",35 State Ave,"",Fairbault,MN,55021
MN_ORTHO97_,Allina Health Orthopedics - Coon Rapids,11850 Blackfoot St NW,"Mercy Specialty Center, Suite 450",Coon  Rapids,MN,55433
MN_ORTHO98_,Allina Health Orthopedics - Edina,81000 W 78th St,Suite 230,Edina,MN,55439
MN_ORTHO99_,Allina Health Orthopedics - Joint Replacement Center - Fridley,500 Osbourne Rd NE,Suite 200,Fridley,MN,55432
MN_Ortho_31__1,Lakeview Orthopedics,927 Churchill St W,"",Stillwater,MN,55082
MN_ORTHO100_,Allina Health Orthopedics - Joint Replacement Center - St. Paul,255 Smith Ave,"Nasseff Medical Center, Suite 210",St. Paul,MN,55102
MN_ORTHO101_,Allina Health Orthopedics - Minneapolis,2800 Chicago Ave S,Suite 400,Minneapolis,MN,55407
MN_Ortho_32__1,Southwest MN Orthopedics & Sports Medicine Inc,1401 Nwakama St,"",Marshall,MN,56258
MN_ORTHO102_,Allina Health Orthopedics - Plymouth,2805 Campus Dr,Suite 465,Plymouth,MN,55441
MN_ORTHO103_,Allina Health Orthopedics - St. Paul,310 Smith Ave,"Ritchie Medical Plaza, Suite 300",St. Paul,MN,55102
MN_Ortho_33__1,Southwest MN Orthopedics & Sports Medicine Inc,2331 20th St,"",Slayton,MN,56172
MN_ORTHO104_,Gillete Childrens - St. Paul Campus,200 University Ave East,"",St. Paul,MN,55101
MN_ORTHO105_,Gillete Childrens - Alexandria Clinic,1500 Irving St,"",Alexandria,MN,56308
MN_Ortho_34__1,Orthopaedic Associates of Duluth,1000 E 1st St,Suite 400,Duluth,MN,55805
MN_ORTHO106_,Gillete Childrens - Baxter Clinic,15860 Audubon Way,"",Baxter,MN,56425
MN_ORTHO107_,Gillete Childrens - Burnsville Clinic,205 E Nicollet Blvd,"",Burnsville,MN,55337
MN_Ortho_35__1,Orthopaedic Associates of Duluth,3429 E Beltline,"",Hibbing,MN,55746
MN_ORTHO108_,Gillete Childrens - Mankato Clinic,1421 Premier Dr,"",Mankato,MN,56001
MN_ORTHO109_,Gillete Childrens - Maple Grove Clinic,9550 Upland Lane North,"",Maple Grove,MN,55369
MN_Ortho_36__1,Children's Speciality Center Orthopedic Clinic,2530 Chicago Ave S,G070,Minneapolis,MN,55404
MN_ORTHO110_,Gillete Childrens - St. Cloud Clinic,1900 CentraCare Circle,"",St. Cloud,MN,56303
MN_ORTHO111_,Winona Health Orthopedics & Sports Medicine,855 Mankato Ave,2rd Floor,Winona,MN,55987
MN_Ortho_37__1,Lake Region Health Care,111 W Vernon Ave,"",Fergus Falls,MN,56537
MN_ORTHO112_,Altru Professional Center,4440 S Washington St,"",Grand Forks,ND,58201
MN_ORTHO113_,Altru Speciality Center,4500 S Washington St,"",Grand Forks,ND,58201
MN_Ortho_38__1,St. Luke's Ortopedics & Sports Medicine,1012 East Second St,4th Floor,Duluth,MN,55805
MN_ORTHO114_,Stevens Community Medical Center - Morris Clinic,400 E. 1st St,"",Morris,MN,56267
MN_ORTHO115_,Gunderson Caledonia Orthopedic Clinic,405 South Hwy 44/76,"",Caledonia,MN,55921
MN_Ortho_39__1,CHI St. Gabriel's Health - Little Falls Orthopedics,1108 1 St S.E.,"",Little Falls,MN,56345
MN_ORTHO116_,Gunderson Winona Campus,1122 W Hwy 61,"",Winona,MN,55987
MN_ORTHO117_,Orthopedic Institue - Hendricks,503 E Lincoln St,"",Hendricks,MN,56136
MN_Ortho_40__1,Twin Cities Orthopedics - Amery,265 Griffin St E,"",Amery,WI,54001
MN_ORTHO118_,Orthopedic Institue - Marshall,104 W Redwood St,"",Marshall,MN,56258
MN_ORTHO119_,Orthopedic Institue - Pipestone,507 E 8th Ave SE,Suite 1,Pipestone,MN,56164
MN_Ortho_41__1,Twin Cities Orthopedics - Arlington,601 W Chandler St,"",Arlington,MN,55307
MN_ORTHO120_,Orthopedic Institue - Tracy,249 5th St E,"",Tracy,MN,56175
MN_ORTHO121_,Essentia Health - Orthopedics & Sports Medicine,400 E 3rd St,2nd Floor,Duluth,MN,55805
MN_Ortho_42__1,Twin Cities Orthopedics - Belle Plaine,165 Commerce Dr W,"",Belle Plaine,MN,56011
MN_ORTHO122_,Tri County Health Care - Baxter Orthopedics,7073 Forthun Road,"",Baxter,MN,56425
MN_ORTHO123_,Tri County Health Care - Wadena Orthopedics,415 Jefferson St. N,"",Wadena,MN,56482
MN_Ortho_43__1,Twin Cities Orthopedics - Blaine,11225 Ulysses St NE,"",Blaine,MN,55434
MN_ORTHO124_,Tri County Health Care - Henning Clinic,401 Douglas Ave,"",Henning,MN,56551
MN_ORTHO125_,RiverView Clinic - Crookston,323 S Minnesota St,"",Crookston,MN,56716
MN_Ortho_44__1,Twin Cities Orthopedics - Brooklyn Park,5601 96th Ave N,"",Brooklyn Park,MN,55443
MN_ORTHO126_,RiverView Clinic - East Grand Forks,1428 Central Ave NE,"",East Grand Forks,MN,56721
MN_ORTHO127_,RiverView Clinic - Thief River Falls,1140 Vanrooy Dr,"",Thief River Falls,MN,56701
MN_Ortho_45__1,Twin Cities Orthopedics - Burnsville,1000 W 140th St,201,Burnsville,MN,55337
MN_ORTHO128_,Olmstead Medical Center Hospital & Walkin Clinic,1650 Fourth St SE,"",Rochester,MN,55904
MN_ORTHO129_,CentraCare Willmar Clinic,101 Willmar Ave. SW,"",Willmar,MN,56201
MN_Ortho_46__1,Twin Cities Orthopedics - Chaska,111 Hundertmark Rd,240,Chaska,MN,55318
MN_ORTHO130_,CentraCare Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
MN_ORTHO131_,Community Memorial Hospital Orthopedics,512 Skyline Blvd,"",Cloquet,MN,55720
MN_Ortho_47__1,Twin Cities Orthopedics - Coon Rapids,3111 124th Ave NW,200,Coon  Rapids,MN,55433
MN_ORTHO132_,Mayo Clinic - Albert Lea,404 W. Fountain St.,"",Albert Lea,MN,56007
MN_ORTHO133_,Mayo Clinic - Austin,1000 First Drive NW,"",Austin,MN,55912
MN_ORTHO134_,Mayo Clinic - Cannon Falls,32021 County Road 24 Blvd.,"",Cannon Falls,MN,55009
MN_ORTHO135_,Mayo Clinic - Fairmont,800 Medical Center Drive,"",Fairmont,MN,56031
MN_ORTHO136_,Mayo Clinic - Lake City,500 W Grant St,"",Lake City,MN,55041
MN_ORTHO137_,Mayo Clinic - Mankato,1025 Marsh St,"",Mankato,MN,56001
MN_ORTHO138_,Mayo Clinic - New Prague,301 Second St NE,"",New Prague,MN,56071
MN_ORTHO139_,Mayo Clinic - Owatonna,2200 26th St. NW,"",Owatonna,MN,55060
MN_ORTHO140_,Mayo Clinic - Red Wing,701 Hewitt Blvd,"",Red Wing,MN,55066
MN_ORTHO141_,Mayo Clinic - Waseca,501 N. State St.,"",Waseca,MN,56093
MN_ORTHO142_,Mayo Clinic - Zumbrota,1350 Jefferson Drive,"",Zumbrota,MN,55992
MN_ORTHO143_,Mayo Clinic Orthopedic Surgery,200 First St. SW,"",Rochester,MN,55905
MN_Oncology1_,Gunderson Winona Campus ,1122 West Hwy 61,"",Winona,MN,55987
MN_Oncology2_,Gunderson St. Elizabeth's Hospital,1200 Grant Blvd W,"",Wabasha ,MN,55981
MN_Hematology3_,Gunderson St. Elizabeth's Hospital,1200 Grant Blvd W,"",Wabasha ,MN,55981
MN_Oncology4_,CentraCare - Coborn Cancer Center,111 7th ave E. ,"",Alexandria,MN,56308
MN_Oncology5_,Avera Cancer Institute at Marshall,300 S Bruce Street,"",Marshall,MN,56258
MN_Oncology6_,M Health Fairview Cancer Center - Maple grove,14500 99th ave N.,Lower Level (LL) ,Maple Grove,MN,55369
MN_Oncology7_,M Health Fairview St. John's Hospital,1575 Beam Ave,"",Maplewood,MN,55109
MN_Oncology8_,M Health Fairview Clinic - Woodwinds ,1825 Woodwinds Drive,"",Woodbury,MN,55125
MN_Ortho_48__1,Twin Cities Orthopedics - Delano,916 St Peter Ave E,"",Delano,MN,55328
MN_Oncology9_,M Health Fairview Woodwinds Hospital - Woodbury ,1925 Woodwinds Drive,"",Woodbury,MN,55125
MN_Oncology10_,M Health Fairview Cancer Center - Woodbury ,1875 Woodwinds Drive,"",Woodbury,MN,55125
MN_Ortho_49__1,Twin Cities Orthopedics - Eagan Viking Lakes,2700 Vikings Circle,"",Eagan,MN,55121
MN_Oncology11_,University of Minnesota Physicians Radiation Therapy Center,5200 Fairview Blvd,Ste 1100,Wyoming,MN,55092
MN_Oncology12_,M Health Fairview University of Minnestoa Medical Center - East Bank,500 Harvard St SE,"",minneapolis,MN,55455
MN_Ortho_50__1,Twin Cities Orthopedics - Eden Prairie,12982 Valley View Rd,"",Eden Prairie,MN,55344
MN_Oncology13_,M Health Fairview Cancer Center - Wyoming,"Cancer Center, 5200 Fairview Blvd",Ste 1300,Wyoming,MN,55092
MN_Oncology14_,M Health Fairview Masonic Cancer Clinic ,"Clinics and Surgery Center, 909 Fulton Ste. SE",Ste 202,minneapolis,MN,55455
MN_Ortho_51__1,Twin Cities Orthopedics - Edina Crosstown,4010 W 65th St,"",Edina,MN,55435
MN_Oncology15_,M Health Fairview Cancer Center - Edina,"M Health Fairview Southdale Physicians Building, 6363 France Ave S.",Ste 610,Edina,MN,55435
MN_Oncology16_,M Health Fairview Southdale Hospital,6401 France Ave S.,Ste 610,Edina,MN,55435
MN_Ortho_52__1,Twin Cities Orthopedics - Hudson,411 Stageline Rd,100,Hudson,WI,54016
MN_Oncology17_,M Health Fairview Cancer Center - Burnsville,14101 Fairview Drive,Ste 200,Burnsville ,MN,55337
MN_Oncology18_,M Health Fairview Breast Center - Burnsville,303 E Nicollet Blvd,Ste 220,Burnsville ,MN,55337
MN_Ortho_53__1,Twin Cities Orthopedics - Le Sueur,621 S 4th St,"",Le Sueur,MN,56058
MN_Oncology19_,M Health Fairview Women's Clinic,606 24th Ave S. ,Ste 300,minneapolis,MN,55454
MN_Oncology20_,M Health Fairview Riverside Professional Building,606 24th Ave S. ,"",minneapolis,MN,55454
MN_Ortho_54__1,Twin Cities Orthopedics - Maple Grove,9630 Grove Circle N,"",Maple Grove,MN,55369
MN_Oncology21_,M Health Fairview Clinics and Surgery Center - Minneapolis,909 Fulton Street SE ,Suite 2-201,minneapolis,MN,55455
MN_Oncology22_,M Health Fairview Cancer Center - Maplewood,1575 Beam Ave. ,"",Maplewood,MN,55109
MN_Ortho_55__1,Twin Cities Orthopedics - New Prague,301 2nd ST NE,"",New Prague,MN,56071
